nrCpfCnpj,vlPresta,vlMora,qtPrestacoes,vlMovimento,vlPag,vlTotal,dtPag,dtContrato,dtVctPre
34.451.700/0001-14,4080.17,359.86,5,9828.79,1431.61,4440.03,20240114,20220713,20221209
20.196.721/0001-26,3089.42,72.55,6,1675.61,4243.9,3161.97,20240114,20210815,20230210
854.750.181-97,4158.04,407.58,1,2348.21,2084.09,4565.62,20240109,20230221,20230729
39.482.968/0001-37,2862.07,148.55,2,8109.29,4341.41,3010.62,20240103,20221227,20231016
20.782.177/0001-02,1300.36,151.72,3,8885.97,1731.17,1452.08,20240109,20221119,20230412
669.380.046-76,1992.2,120.08,2,6400.37,1055.59,2112.28,20240113,20210328,20210925
94.941.970/0001-35,3152.0,447.47,1,9241.85,967.65,3599.47,20240115,20240103,20240109
770.020.169-20,3155.87,170.56,5,4853.75,3283.09,3326.43,20240112,20201014,20230128
587.314.796-50,4363.76,5.73,2,8952.8,3649.69,4369.49,20240102,20231202,20231202
884.495.461-33,3514.26,222.19,5,6115.76,981.1,3736.45,20240114,20221006,20230701
81.940.961/0001-88,4477.71,290.24,8,4592.74,2746.44,4767.95,20240111,20231220,20240107
98.942.908/0001-19,2954.95,404.02,6,9694.63,1301.62,3358.97,20240102,20201208,20220324
050.091.533-43,3146.64,205.17,8,8738.7,562.36,3351.81,20240109,20221214,20230204
890.192.288-62,1902.41,77.57,8,3818.22,1282.09,1979.98,20240112,20210716,20220729
582.171.805-80,2485.76,494.76,10,6837.44,1457.37,2980.52,20240107,20230519,20230912
20.975.708/0001-75,2047.53,141.61,7,6038.04,3080.78,2189.14,20240106,20230715,20231221
118.304.457-74,2032.39,18.94,6,4798.43,701.94,2051.33,20240106,20200514,20221110
117.286.828-00,4145.41,148.08,1,7667.54,4009.05,4293.49,20240101,20200505,20230202
99.262.500/0001-69,1752.39,83.9,4,6125.19,553.01,1836.29,20240107,20200921,20230427
271.673.550-62,1623.12,475.51,10,2473.06,4889.41,2098.63,20240103,20220823,20230902
092.295.373-22,4331.18,96.17,5,3774.45,1717.89,4427.35,20240105,20200504,20210409
567.164.317-13,2458.76,198.92,7,8735.9,736.29,2657.68,20240114,20220509,20221018
614.442.944-15,2469.38,111.33,8,8735.03,1148.26,2580.71,20240105,20220330,20220826
01.882.840/0001-98,3440.07,390.62,8,3594.02,770.19,3830.69,20240109,20230406,20231213
636.777.554-41,4136.78,345.55,9,7892.81,4037.75,4482.33,20240103,20211023,20221005
533.085.758-92,4607.0,307.82,3,3439.4,4731.92,4914.82,20240109,20200127,20210217
755.158.923-64,4520.34,488.47,12,4633.98,2153.51,5008.81,20240112,20210809,20221208
17.671.997/0001-04,4586.85,408.39,2,6687.62,3357.28,4995.24,20240101,20210330,20210928
93.481.437/0001-75,3575.35,155.36,8,2200.96,3751.21,3730.71,20240112,20230901,20231106
285.541.641-80,3982.13,287.31,1,7720.47,4195.26,4269.44,20240109,20220324,20230217
992.822.293-27,4342.9,178.67,12,2310.19,1161.33,4521.57,20240109,20210811,20220130
75.900.799/0001-71,2207.02,383.12,10,8522.79,1441.9,2590.14,20240115,20221224,20231023
92.421.580/0001-09,4310.94,184.32,10,8625.22,4218.38,4495.26,20240111,20210227,20230717
743.698.592-20,1461.6,231.41,2,1412.11,3438.74,1693.01,20240102,20230926,20231019
59.100.653/0001-95,2715.86,150.21,2,7659.56,3430.47,2866.07,20240112,20201125,20210620
766.607.215-50,1461.77,261.13,4,5642.79,2334.46,1722.9,20240105,20220303,20220819
21.736.870/0001-01,1306.94,476.12,1,7308.17,2384.44,1783.06,20240106,20221211,20230402
11.283.529/0001-86,1786.54,111.99,9,2668.33,1520.32,1898.53,20240105,20200615,20210107
633.532.397-40,1596.08,116.98,4,8915.7,1010.56,1713.06,20240112,20210504,20230616
121.007.849-00,1294.93,100.02,12,8195.56,2329.8,1394.95,20240111,20201013,20220408
29.144.175/0001-54,1949.68,223.39,9,9423.17,1131.27,2173.07,20240107,20210929,20220513
46.130.213/0001-39,2218.79,391.43,11,8494.82,768.72,2610.22,20240108,20210218,20220320
312.725.374-55,4239.0,378.14,6,3403.88,806.69,4617.14,20240114,20210722,20211001
321.278.952-23,2430.36,344.42,11,1048.23,2950.71,2774.78,20240111,20210324,20231210
985.315.487-05,3543.13,148.69,9,9108.66,3143.2,3691.82,20240102,20230717,20230815
52.638.451/0001-52,2769.98,3.4,3,5071.75,3539.77,2773.38,20240108,20210518,20220707
675.266.432-30,3150.0,490.33,4,3429.73,1136.84,3640.33,20240105,20201031,20230713
010.300.955-82,4473.94,8.32,9,7004.29,3933.16,4482.26,20240111,20200831,20221119
42.520.427/0001-60,3962.35,113.94,2,8199.76,4173.87,4076.29,20240107,20231106,20231217
897.507.308-44,3844.02,232.78,12,1703.83,1419.69,4076.8,20240107,20210404,20230326
742.976.263-81,4657.42,254.27,1,5448.4,2192.53,4911.69,20240114,20220609,20231108
817.610.493-05,1411.92,225.53,1,9916.85,1837.65,1637.45,20240105,20220305,20220827
66.420.184/0001-57,2475.94,390.02,12,2949.51,3289.93,2865.96,20240112,20210718,20220919
532.481.680-99,1760.52,391.76,8,8577.76,609.89,2152.28,20240107,20210202,20220322
226.411.512-27,1942.94,38.31,5,5812.97,2867.52,1981.25,20240109,20220422,20231120
92.911.972/0001-56,4834.45,383.54,2,6253.87,1300.79,5217.99,20240112,20230919,20230926
18.005.003/0001-83,1909.71,436.79,2,5485.31,1306.19,2346.5,20240103,20220430,20230715
101.399.670-44,2565.39,107.32,10,6649.82,1413.73,2672.71,20240105,20231010,20231228
937.299.956-34,3318.23,71.18,3,1984.75,4585.18,3389.41,20240103,20210812,20210906
42.721.285/0001-08,2803.28,295.94,8,7317.8,1838.76,3099.22,20240115,20200318,20210415
549.953.546-97,4059.05,230.14,8,6804.67,4182.0,4289.19,20240105,20210919,20230516
69.631.103/0001-56,1645.57,92.04,4,3960.61,4976.72,1737.61,20240114,20230605,20231109
146.451.636-71,4168.13,216.21,3,4763.49,1898.75,4384.34,20240112,20220908,20230103
82.543.980/0001-33,2841.87,455.47,11,9545.12,1998.67,3297.34,20240113,20211104,20220126
217.909.472-86,4101.01,460.36,2,6667.05,4866.81,4561.37,20240101,20230524,20231219
89.739.736/0001-90,4701.67,264.61,9,7056.76,4820.86,4966.28,20240105,20220424,20240104
04.682.321/0001-74,4887.28,265.62,6,3146.25,3243.75,5152.9,20240110,20200619,20221231
49.190.165/0001-62,1990.6,42.5,6,3129.03,3286.65,2033.1,20240106,20210328,20220615
96.709.772/0001-76,1321.76,372.89,7,1147.88,2241.63,1694.65,20240110,20210101,20230905
488.652.886-47,3951.94,30.96,10,2301.43,4456.51,3982.9,20240104,20231011,20231216
11.919.039/0001-23,1547.81,318.99,1,7810.01,944.41,1866.8,20240104,20231229,20231230
21.425.382/0001-75,1141.38,490.53,12,2400.83,2466.51,1631.91,20240109,20210716,20220617
478.729.524-16,3582.57,360.74,11,7867.02,4397.72,3943.31,20240111,20210702,20230827
353.198.093-95,4783.83,405.25,3,2364.56,1179.63,5189.08,20240109,20231125,20231127
03.725.917/0001-41,4080.42,444.61,8,6977.21,3853.37,4525.03,20240107,20200528,20200817
825.365.109-05,3543.13,159.18,7,8604.71,591.71,3702.31,20240112,20200813,20210806
07.780.083/0001-28,1142.89,125.4,1,1228.3,1467.66,1268.29,20240113,20220908,20221217
86.489.052/0001-99,1189.75,443.28,10,8432.76,2044.23,1633.03,20240109,20200204,20230718
01.799.426/0001-10,3439.65,460.02,2,1295.66,1638.56,3899.67,20240103,20231003,20231105
305.397.782-65,4130.84,254.84,4,1469.32,2536.89,4385.68,20240110,20221112,20231023
53.339.048/0001-95,1918.19,377.62,4,6996.9,1051.09,2295.81,20240110,20220224,20230105
76.415.205/0001-08,2596.35,427.18,8,4142.21,2110.58,3023.53,20240111,20211201,20220212
47.002.886/0001-76,2537.04,264.43,4,7983.85,733.22,2801.47,20240102,20211031,20220429
263.955.445-00,3514.21,354.61,8,6350.1,915.96,3868.82,20240114,20220627,20230520
149.183.046-80,4291.24,35.44,9,3122.1,1292.69,4326.68,20240109,20200621,20210824
91.441.328/0001-07,1866.34,439.14,11,1912.5,3811.61,2305.48,20240103,20200310,20211126
14.821.994/0001-11,3594.33,435.32,4,3919.09,2036.42,4029.65,20240104,20220606,20220721
15.975.431/0001-40,3442.47,440.74,7,3727.85,2005.58,3883.21,20240109,20240114,20240115
40.387.762/0001-07,2135.95,85.97,9,8378.16,4291.95,2221.92,20240106,20230420,20231028
246.317.534-63,2092.47,117.44,3,6120.91,802.85,2209.91,20240108,20201012,20230314
048.261.317-39,3031.65,444.06,1,2631.3,4646.72,3475.71,20240108,20210503,20211212
651.601.241-52,3845.43,380.35,5,4155.64,3011.85,4225.78,20240113,20200107,20201228
053.634.952-52,1351.1,447.35,7,7003.64,2103.34,1798.45,20240107,20210606,20231020
537.109.970-03,1088.51,318.15,1,2692.52,4461.94,1406.66,20240102,20200128,20200515
24.649.357/0001-63,1981.05,242.26,5,6990.67,4050.37,2223.31,20240107,20210918,20220706
849.100.306-11,4779.96,162.0,10,6744.43,2367.27,4941.96,20240107,20220905,20231219
540.610.254-06,1027.11,391.72,2,4435.79,3915.05,1418.83,20240104,20210225,20230903
560.399.703-67,4091.67,323.57,5,7517.01,4694.37,4415.24,20240113,20230311,20230320
735.998.763-63,4774.4,164.3,2,3881.52,1268.55,4938.7,20240112,20231124,20231228
676.288.420-20,3606.2,10.76,4,3105.73,4407.83,3616.96,20240114,20230614,20230803
360.278.319-79,4946.2,196.5,11,1886.87,4405.22,5142.7,20240103,20210703,20221222
86.786.840/0001-47,3843.6,6.77,2,1204.59,1337.8,3850.37,20240113,20220418,20230617
00.610.189/0001-34,3239.9,304.91,12,3547.79,1981.73,3544.81,20240112,20220916,20221023
93.734.903/0001-87,2512.56,232.54,2,7492.22,3343.82,2745.1,20240108,20200831,20220531
02.374.831/0001-59,2399.24,125.7,7,5432.4,2949.45,2524.94,20240115,20211202,20230531
67.894.688/0001-71,4292.19,297.63,10,7818.32,1496.05,4589.82,20240112,20201125,20220110
29.040.385/0001-00,3983.69,398.94,4,1720.45,2639.32,4382.63,20240108,20211217,20221215
16.026.303/0001-13,2939.08,37.75,4,8331.48,4929.34,2976.83,20240115,20230811,20231203
35.349.647/0001-08,3775.31,300.11,2,5088.57,842.36,4075.42,20240111,20230304,20231107
007.928.090-09,2970.73,498.51,6,2228.44,3876.09,3469.24,20240112,20201129,20220514
46.515.846/0001-65,2259.31,230.94,11,2434.66,2879.4,2490.25,20240114,20220107,20220605
602.165.732-20,4509.22,218.76,3,7554.67,4716.58,4727.98,20240112,20220426,20230525
39.302.095/0001-33,1152.28,232.45,11,4899.99,3476.46,1384.73,20240107,20230128,20230613
08.709.147/0001-67,4093.14,419.67,12,8020.55,1651.48,4512.81,20240108,20201107,20220314
10.813.162/0001-00,3999.19,67.72,11,9810.41,1079.87,4066.91,20240113,20230723,20231014
23.569.009/0001-13,4446.89,52.86,10,7760.48,3632.39,4499.75,20240112,20240109,20240109
460.006.757-63,3670.08,281.51,3,4702.77,1957.59,3951.59,20240109,20201215,20220611
99.556.041/0001-26,3269.37,420.13,10,3811.09,1505.01,3689.5,20240102,20220627,20221013
67.435.768/0001-69,2248.93,127.57,4,5979.64,2832.75,2376.5,20240115,20220926,20230220
96.975.303/0001-07,1354.57,38.02,8,1197.52,3276.07,1392.59,20240107,20230210,20231219
010.880.966-89,3579.5,351.94,2,9852.34,1281.62,3931.44,20240103,20211123,20231122
82.434.205/0001-40,2653.13,242.42,12,5727.48,4119.08,2895.55,20240102,20230121,20231117
658.911.900-79,4701.67,446.84,12,7451.33,3410.85,5148.51,20240103,20220715,20230113
257.880.287-44,3361.51,41.82,7,7552.37,3255.96,3403.33,20240103,20221226,20231116
421.164.139-58,3335.63,349.11,10,3260.62,967.25,3684.74,20240111,20230518,20231005
217.856.152-70,2910.21,178.4,2,7894.64,519.33,3088.61,20240115,20200510,20210721
804.119.830-91,2751.72,209.11,4,4251.85,2360.19,2960.83,20240113,20200707,20201215
539.038.279-08,1679.51,375.11,2,7495.55,1462.46,2054.62,20240115,20210402,20211102
10.379.354/0001-42,4885.61,120.15,9,1374.67,4523.18,5005.76,20240107,20231112,20231213
27.263.029/0001-12,4614.26,344.83,5,4820.84,3107.43,4959.09,20240115,20200831,20201219
78.381.206/0001-04,2060.85,50.58,1,4106.26,3856.3,2111.43,20240114,20230904,20231202
15.285.072/0001-08,4657.82,222.84,1,1901.38,3323.1,4880.66,20240113,20200913,20230412
26.538.771/0001-20,1544.22,304.1,5,7657.91,3526.86,1848.32,20240112,20201113,20220128
488.494.955-28,3750.58,58.95,3,7558.74,4407.36,3809.53,20240110,20200311,20210220
150.275.222-07,2147.9,389.53,6,6680.79,844.1,2537.43,20240115,20200521,20230401
77.708.523/0001-11,3061.88,158.69,1,6619.41,3751.8,3220.57,20240106,20230704,20230717
39.118.347/0001-79,2476.43,419.49,8,6800.09,3004.19,2895.92,20240107,20211004,20231211
333.496.780-84,3327.06,153.32,5,8891.01,4177.11,3480.38,20240110,20200302,20210128
846.300.538-16,1283.37,62.09,5,6575.13,2456.75,1345.46,20240111,20200502,20200722
96.722.464/0001-80,2527.64,43.28,11,3977.34,2921.77,2570.92,20240106,20220625,20221212
213.435.070-90,4624.91,436.91,11,6261.74,707.38,5061.82,20240106,20210622,20231228
70.203.875/0001-76,4462.19,351.98,9,3736.67,1641.71,4814.17,20240105,20211021,20230211
09.248.437/0001-13,2674.69,51.1,9,9092.66,4296.08,2725.79,20240109,20200521,20230306
13.213.807/0001-54,2705.87,306.84,10,1067.69,1714.46,3012.71,20240104,20230216,20231118
42.705.802/0001-47,1280.59,457.11,1,8798.77,948.32,1737.7,20240111,20210414,20210817
28.469.780/0001-32,2652.07,316.06,1,2835.14,4873.0,2968.13,20240110,20220308,20231205
76.865.394/0001-02,3023.62,425.03,8,5987.71,555.4,3448.65,20240101,20230408,20230703
55.598.188/0001-03,4910.65,367.48,12,9334.59,2564.35,5278.13,20240113,20200821,20211205
343.113.865-91,3967.06,302.75,4,7032.48,846.45,4269.81,20240101,20201010,20230930
238.681.292-86,3544.39,77.91,11,1629.96,1350.24,3622.3,20240111,20220613,20221221
529.782.401-05,2052.89,345.53,8,6369.4,4594.12,2398.42,20240102,20231008,20231109
32.161.880/0001-74,1727.72,392.21,3,5161.17,3201.09,2119.93,20240111,20210510,20220219
631.607.412-30,4098.1,213.13,9,3240.08,1101.93,4311.23,20240114,20230421,20230614
31.338.852/0001-17,3706.74,349.86,3,1061.48,1302.82,4056.6,20240106,20230102,20231009
65.700.687/0001-13,1627.35,120.0,5,3095.7,2560.98,1747.35,20240115,20200904,20220217
12.318.862/0001-46,4279.44,325.25,8,2709.4,4507.36,4604.69,20240104,20231031,20231202
14.302.500/0001-92,3975.39,468.36,10,4461.12,1501.85,4443.75,20240115,20230112,20230801
19.776.047/0001-70,3432.01,201.38,11,9397.8,3354.97,3633.39,20240112,20211013,20220928
224.599.763-80,1135.8,237.71,11,5709.58,3044.48,1373.51,20240111,20210430,20220403
896.105.766-99,3932.59,456.36,7,2345.16,1057.62,4388.95,20240106,20211028,20230605
62.214.979/0001-58,3193.89,226.25,2,9679.44,4957.95,3420.14,20240107,20210330,20211004
138.325.870-80,2866.94,293.75,12,6164.8,977.55,3160.69,20240107,20221214,20230901
235.606.819-87,1206.83,96.07,10,4600.1,4353.09,1302.9,20240105,20230622,20230909
903.210.731-34,4549.5,13.52,4,7189.13,2751.68,4563.02,20240105,20200129,20230826
45.774.036/0001-60,1242.39,76.52,8,5297.47,1445.73,1318.91,20240105,20230128,20230424
091.110.499-28,1633.0,309.45,7,7108.99,4615.41,1942.45,20240103,20221230,20230401
991.059.192-82,2892.52,427.39,6,3336.24,2584.58,3319.91,20240108,20220321,20230501
37.581.797/0001-78,1157.07,420.77,1,7626.4,1077.42,1577.84,20240115,20230421,20231204
27.777.150/0001-62,1416.99,145.88,10,2833.11,2837.44,1562.87,20240108,20230510,20231014
43.245.514/0001-10,1704.85,124.96,5,7441.5,4635.23,1829.81,20240109,20230110,20231017
57.586.888/0001-03,2896.21,400.17,11,2752.09,3786.93,3296.38,20240113,20211223,20230415
84.971.718/0001-15,3094.25,88.54,12,3225.23,2742.14,3182.79,20240103,20230403,20230524
00.706.929/0001-30,3041.52,197.09,9,8905.79,946.07,3238.61,20240113,20221211,20230725
474.504.832-70,4086.69,268.11,6,5774.23,1354.38,4354.8,20240114,20230426,20231225
290.174.409-53,1198.4,53.43,2,1569.19,2801.72,1251.83,20240110,20200307,20221219
78.253.910/0001-73,4906.18,125.15,5,3337.66,2951.99,5031.33,20240112,20220920,20230409
659.452.627-81,4289.17,268.04,9,3295.43,4375.73,4557.21,20240113,20201230,20230119
685.823.834-44,1472.71,450.58,3,5995.92,2129.33,1923.29,20240115,20220210,20230915
75.119.916/0001-64,2227.58,354.75,12,7814.58,2273.76,2582.33,20240105,20200510,20200923
87.994.113/0001-38,4402.72,290.27,5,2716.36,2285.35,4692.99,20240106,20201106,20230501
325.133.871-47,4243.69,335.26,1,1208.91,2581.24,4578.95,20240115,20220422,20220913
25.766.068/0001-07,3489.94,26.35,5,8680.36,4979.54,3516.29,20240114,20201121,20230506
443.614.843-25,2589.02,85.4,10,6272.83,930.41,2674.42,20240109,20201130,20220310
22.072.579/0001-30,2979.44,479.31,11,2979.66,1010.0,3458.75,20240107,20211216,20230627
241.332.762-21,1582.2,271.17,12,9279.56,1267.43,1853.37,20240110,20240103,20240111
481.091.959-54,4823.51,22.4,4,4882.85,4054.47,4845.91,20240109,20221016,20230324
40.156.954/0001-02,4265.93,357.51,9,1245.01,3392.87,4623.44,20240108,20230102,20240112
877.989.230-20,1891.77,301.37,11,1639.17,4030.03,2193.14,20240102,20230827,20231031
54.312.697/0001-65,2161.34,271.83,12,3097.43,2747.17,2433.17,20240107,20221111,20231202
20.456.423/0001-28,1791.8,429.72,11,1284.35,774.77,2221.52,20240107,20200815,20221024
122.163.688-06,3187.52,218.14,3,8855.02,4275.52,3405.66,20240103,20220929,20231119
049.452.686-65,3736.14,101.72,1,4171.81,1870.72,3837.86,20240108,20220704,20230725
65.740.078/0001-98,4614.63,409.43,7,1610.54,1247.47,5024.06,20240112,20200730,20211123
489.175.361-74,4133.14,257.21,1,7544.0,4752.92,4390.35,20240106,20220409,20230209
833.964.296-05,3764.37,179.3,2,6721.19,2917.73,3943.67,20240101,20230505,20230522
56.176.591/0001-07,1466.71,183.3,3,9865.39,1203.52,1650.01,20240106,20201022,20221225
556.968.931-12,4521.28,315.95,4,6894.67,1486.81,4837.23,20240105,20220614,20230727
368.775.059-05,3769.06,20.05,1,6284.33,1492.09,3789.11,20240105,20230331,20231208
795.822.150-97,3724.77,208.75,12,5202.22,4351.12,3933.52,20240103,20230616,20231218
06.970.124/0001-86,1835.37,59.91,2,5585.72,2544.55,1895.28,20240108,20210102,20220901
478.261.394-65,1693.34,188.32,1,7149.83,2795.6,1881.66,20240103,20210101,20210610
053.282.266-82,2860.74,24.23,4,2603.66,4215.52,2884.97,20240111,20220710,20230928
217.974.418-84,4911.43,114.09,10,9453.37,4980.29,5025.52,20240115,20220715,20221015
32.104.597/0001-00,2130.03,354.53,4,9802.51,3541.27,2484.56,20240101,20220413,20220911
227.347.393-13,1967.54,461.36,12,4099.7,3614.77,2428.9,20240101,20230329,20231218
12.130.414/0001-14,3163.17,4.01,6,3661.27,1389.56,3167.18,20240105,20230716,20231101
794.652.065-47,2335.79,467.45,11,7539.61,2120.84,2803.24,20240103,20220216,20220528
434.956.353-94,1944.53,15.37,3,6251.67,3340.85,1959.9,20240106,20200107,20221214
45.359.492/0001-44,2819.48,286.34,7,9088.24,1837.12,3105.82,20240111,20210815,20220814
488.016.616-22,2506.39,461.8,4,9600.35,1058.97,2968.19,20240113,20221227,20231031
235.487.453-77,1078.55,125.88,7,8569.89,2846.11,1204.43,20240114,20220605,20221227
723.345.603-83,4774.16,95.08,5,1029.63,4327.82,4869.24,20240114,20200925,20230304
508.796.100-26,2686.67,210.69,9,4134.43,3210.37,2897.36,20240110,20230720,20231007
955.890.865-74,4111.45,201.1,6,8671.66,1720.49,4312.55,20240112,20221017,20221225
53.409.987/0001-69,1797.83,327.18,3,7920.9,2834.93,2125.01,20240103,20230103,20240111
48.860.185/0001-30,4297.95,140.03,4,9824.43,1594.03,4437.98,20240106,20220828,20230914
50.484.875/0001-84,2539.09,13.26,2,9329.2,2538.29,2552.35,20240115,20220827,20221103
87.766.317/0001-11,2101.93,497.36,4,3932.65,4890.2,2599.29,20240105,20200126,20220629
000.273.666-77,4172.12,121.82,3,1631.95,4159.96,4293.94,20240113,20200901,20201211
33.051.590/0001-30,4762.11,299.42,1,4496.79,4216.1,5061.53,20240114,20231228,20231230
457.072.673-95,2174.69,71.82,4,8696.85,1017.38,2246.51,20240105,20230116,20230808
585.177.720-67,1807.78,254.63,12,2904.02,1188.85,2062.41,20240114,20230423,20231231
391.878.456-87,3560.17,442.55,12,1491.74,748.01,4002.72,20240107,20230221,20230415
23.673.255/0001-10,1341.23,17.73,12,9183.39,4666.54,1358.96,20240107,20220629,20231114
690.247.668-34,4479.99,235.62,10,2795.3,596.91,4715.61,20240104,20220714,20221005
03.981.558/0001-93,4991.17,342.11,5,9837.89,4263.22,5333.28,20240110,20201005,20201214
57.352.755/0001-72,1024.66,280.64,12,2756.8,1577.82,1305.3,20240108,20220201,20231229
791.576.759-37,3376.68,306.09,8,2267.14,1452.88,3682.77,20240114,20240108,20240109
57.327.707/0001-24,2499.85,181.39,3,5510.02,3678.42,2681.24,20240101,20201225,20210113
03.997.589/0001-32,2103.19,303.21,3,8274.33,830.8,2406.4,20240110,20220427,20230715
022.573.218-12,4245.18,252.89,9,9081.04,3680.71,4498.07,20240104,20240115,20240115
600.820.997-40,1776.47,118.02,2,3222.12,4625.78,1894.49,20240111,20211007,20220720
79.634.210/0001-91,3266.87,138.74,12,1731.64,2042.72,3405.61,20240106,20230905,20231101
046.981.531-07,2567.92,250.58,4,3322.85,4307.24,2818.5,20240103,20210806,20220128
51.197.039/0001-81,4840.41,467.23,11,8753.12,3268.45,5307.64,20240105,20210529,20231006
80.331.778/0001-12,1686.12,396.39,5,3335.49,3566.48,2082.51,20240112,20230526,20240106
91.563.006/0001-22,3615.78,412.87,11,4535.75,859.82,4028.65,20240114,20210712,20230825
42.813.136/0001-60,4067.59,139.42,9,9341.32,2549.06,4207.01,20240107,20210113,20210308
630.703.368-17,4721.19,173.13,6,2333.9,3065.35,4894.32,20240103,20210109,20221217
070.486.780-03,4610.5,208.55,3,3890.42,3331.86,4819.05,20240114,20220405,20230106
24.064.042/0001-54,2498.9,162.08,4,1143.17,2925.61,2660.98,20240104,20220621,20230817
54.083.446/0001-56,1257.28,29.05,1,3097.14,1618.14,1286.33,20240101,20220202,20231208
161.175.772-06,2886.06,126.36,10,8368.73,850.01,3012.42,20240114,20210113,20220909
195.546.122-81,2417.07,303.58,2,6446.11,2331.42,2720.65,20240111,20210725,20210812
220.252.699-43,4656.06,138.01,6,6931.0,1461.12,4794.07,20240115,20201213,20231021
553.899.651-40,3793.32,155.46,3,4373.18,2984.26,3948.78,20240110,20211112,20230324
061.423.585-55,1557.39,361.54,3,6923.48,2156.85,1918.93,20240109,20210404,20220421
19.916.508/0001-62,3353.53,130.51,6,7622.5,3355.86,3484.04,20240111,20210121,20231020
68.714.341/0001-62,4596.04,229.12,11,3780.31,1817.84,4825.16,20240111,20210405,20221123
410.782.511-69,3924.07,202.61,8,5321.48,2410.54,4126.68,20240102,20210303,20211011
728.148.221-36,2361.5,290.97,12,3954.74,3124.35,2652.47,20240106,20220731,20231125
07.824.722/0001-00,2680.87,368.0,10,5438.74,2422.89,3048.87,20240111,20200506,20220914
808.576.979-43,1752.64,197.37,4,7890.47,2424.2,1950.01,20240110,20200704,20211004
977.476.912-03,2361.05,57.87,11,6749.81,4118.74,2418.92,20240113,20230117,20230725
941.670.331-19,4963.76,343.66,6,3418.04,4999.97,5307.42,20240108,20231202,20240114
623.688.475-70,2944.24,84.0,6,9007.16,1972.2,3028.24,20240107,20230113,20230123
00.591.784/0001-70,2974.94,463.42,11,1059.45,3174.74,3438.36,20240103,20210325,20230707
606.615.453-26,3863.88,253.15,2,1660.71,685.21,4117.03,20240112,20230716,20231112
17.118.409/0001-00,1416.36,340.38,9,3027.79,2513.07,1756.74,20240110,20230812,20231103
477.418.271-03,4971.31,179.82,6,6365.63,4209.36,5151.13,20240106,20220328,20230326
385.546.709-90,2820.88,244.84,3,6469.78,2413.14,3065.72,20240111,20210804,20220707
111.240.923-82,4595.61,414.82,12,1937.53,2809.4,5010.43,20240109,20220330,20220930
60.081.730/0001-96,1754.94,420.66,8,6141.38,2829.96,2175.6,20240115,20220622,20230920
90.989.747/0001-07,3012.73,172.06,11,1921.95,1349.19,3184.79,20240110,20200902,20210205
42.330.242/0001-93,1399.17,360.29,3,7356.07,1330.05,1759.46,20240113,20231025,20231106
842.152.813-00,2827.57,309.15,6,4070.26,2981.62,3136.72,20240102,20221128,20231216
876.492.297-93,4914.43,281.97,4,1183.96,4471.25,5196.4,20240113,20200922,20201005
74.794.789/0001-36,3527.24,482.3,6,1255.36,2827.96,4009.54,20240101,20200608,20220930
63.107.927/0001-45,4248.85,186.55,5,2923.03,1568.93,4435.4,20240110,20220504,20231020
462.003.475-49,2585.15,496.65,6,8263.3,1299.24,3081.8,20240105,20210109,20221102
317.163.635-27,1616.63,6.91,9,8694.03,1085.52,1623.54,20240115,20230610,20231005
30.000.879/0001-32,2400.22,344.25,7,4101.43,1574.76,2744.47,20240101,20230330,20230911
59.319.919/0001-95,2362.33,118.93,7,8598.43,1779.47,2481.26,20240102,20230503,20240111
759.068.625-52,3985.38,484.53,9,8127.51,2515.42,4469.91,20240107,20210716,20230801
63.152.255/0001-90,2369.62,338.04,7,4337.08,2011.62,2707.66,20240107,20211226,20220628
545.656.292-83,2029.96,403.82,3,8293.3,4407.78,2433.78,20240114,20221012,20230910
34.292.763/0001-75,2493.73,388.04,3,8971.71,839.93,2881.77,20240103,20220329,20230929
23.841.859/0001-29,2857.25,77.71,2,9669.77,4577.92,2934.96,20240103,20230625,20230712
604.197.318-14,2053.29,216.02,3,4176.47,4291.43,2269.31,20240114,20200825,20210831
702.463.637-89,2102.78,484.2,6,3256.38,2092.59,2586.98,20240101,20200807,20201021
96.322.412/0001-17,2133.4,344.5,10,4410.47,2698.51,2477.9,20240114,20210129,20220507
599.067.856-83,4689.09,282.68,1,1820.81,3389.36,4971.77,20240110,20200822,20210209
75.802.713/0001-78,2108.75,427.77,1,8995.77,3393.98,2536.52,20240104,20230614,20231017
089.985.487-71,4141.65,267.76,12,3151.2,4428.03,4409.41,20240104,20231017,20231128
879.763.984-23,1770.72,479.13,4,3183.66,706.6,2249.85,20240103,20210619,20220910
66.951.939/0001-40,1355.02,248.14,4,6717.05,4095.21,1603.16,20240105,20200328,20200625
87.881.536/0001-41,2638.3,68.03,8,5263.12,4088.1,2706.33,20240108,20210718,20231014
072.251.035-71,4261.1,342.77,9,3319.46,4946.62,4603.87,20240111,20211202,20221104
393.788.603-62,4523.97,429.15,2,8666.92,1095.72,4953.12,20240108,20210312,20230901
040.963.226-01,1017.32,466.8,10,5065.12,1687.21,1484.12,20240103,20230528,20240103
676.332.036-17,2015.95,218.39,6,2360.21,4191.26,2234.34,20240105,20210509,20230702
254.208.851-90,3011.25,157.88,10,5235.14,1707.21,3169.13,20240115,20230428,20240107
373.136.779-36,3726.62,318.23,6,1780.73,3907.45,4044.85,20240108,20210804,20210811
25.838.531/0001-89,4593.7,242.29,10,1983.51,623.21,4835.99,20240110,20230730,20240105
